"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Plevnik M.; Jereb B.","Plevnik, Mihael (54394059300); Jereb, Borut (24597043000)","54394059300; 24597043000","Evaluating logistics software quality: A systematic review and research agenda for ISO/IEC 25010 across supply chain digitalization research","2027","Computer Standards and Interfaces","99","","104187","","","0","10.1016/j.csi.2026.104187","https://www.scopus.com/pages/publications/105044498386?origin=resultslist","Logistics organizations depend on software whose quality determines whether digital transformation delivers its operational benefits, yet formal quality evaluation against internationally standardized frameworks is systematically absent in both research and practice. Three interconnected gaps define this research problem: logistics IS practice focuses on functional capabilities rather than quality characteristics; ISO/IEC 25010:2023, the authoritative international standard for software product quality, has never been comprehensively applied to logistics software; and security evaluation remains insufficiently addressed despite mandatory requirements introduced by the EU Cyber Resilience Act. This study addresses these gaps through a systematic literature review conducted under PRISMA 2020 guidelines, encompassing 224 articles from 554 raw records identified across six bibliographic databases — 63% published between 2019 and 2026 — organized into eight thematic groups: blockchain, IoT, Industry 4.0, IT platforms, service quality, cybersecurity, software quality standards, and supply chain digitalization. Of these, only 11 explicitly reference ISO/IEC 25010, and only five apply it directly to logistics software. The review establishes a consistent hierarchy of quality imperatives: compatibility and functional suitability appear in 60% of articles each, reliability in 46%, maintainability in 45%, and interaction capability in 36%, while security appears in only 21% despite its cross-cutting regulatory relevance. These findings provide logistics organizations with an evidence-based quality checklist for software evaluation; developers with design guidance calibrated to logistics demands; and regulators with the empirical foundation for domain-adapted evaluation instruments under the EU Cyber Resilience Act. The study contributes the first systematic literature review explicitly applying a dual logistics-domain and ISO/IEC 25010:2023 lens. On this basis, it proposes a preliminary logistics software quality profile that prioritizes the ISO/IEC 25010 characteristics and links them to logistics indicators, candidate metrics, and evidence types across the principal logistics system types. © 2026 The Author(s).","Cybersecurity; Industry 4.0; logistics information systems; Software quality, ISO/IEC 25010; Supply chain digitalization; Systematic literature review","Computer software selection and evaluation; Cybersecurity; Information services; Information systems; ISO Standards; Logistics; Quality control; Software quality; Supply chains; Cyber security; ISO/IEC; Logistic information system; Logistics software; Software Quality; Software quality, ISO/IEC 25010; Supply chain digitalization; Systematic literature review; Systematic research; Systematic Review; Industry 4.0","Review","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105044498386"
"Zeng Y.; Sun Y.; Yan J.; Fu Y.; So H.C.; Greco M.S.; Gini F.","Zeng, Yifan (60776019100); Sun, Yan (57219030488); Yan, Jian (59679587800); Fu, Yusheng (8416836800); So, Hing Cheung (7102300029); Greco, Maria Sabrina (7201504182); Gini, Fulvio (55257576900)","60776019100; 57219030488; 59679587800; 8416836800; 7102300029; 7201504182; 55257576900","Feature-space statistical multi-center modeling for open-set recognition of LPI radar signals","2027","Signal Processing","251","","110858","","","0","10.1016/j.sigpro.2026.110858","https://www.scopus.com/pages/publications/105046540070?origin=resultslist","Open-set recognition (OSR) of low-probability-of-interception (LPI) radar signals is challenging in non-cooperative environments. Due to parameter variations and low signal-to-noise ratios (SNRs), LPI radar features often exhibit multimodal structures. This limits conventional single-center representations, leading to loose acceptance regions and increased false acceptance of unknown samples. To address this issue, this paper devises a feature-space multi-center framework for OSR of LPI radar signals. It represents each known class with multiple local prototypes and a shared within-class covariance matrix to capture complex intra-class distributions. A consistency-driven filtering mechanism calibrates the rejection boundary using validation data, while a class-level prototype configuration strategy adapts model complexity to heterogeneous class structures. Experiments on a simulated LPI radar signal dataset across a wide SNR range show that our solution outperforms several representative baseline approaches in terms of the area under the receiver operating characteristic curve (AUROC) and the false positive rate at a 95% true positive rate (FPR@95%TPR). At an SNR of (Formula presented) dB, the proposed method achieves an FPR@95%TPR of 19.09% and an AUROC of 92.11%, indicating effective discrimination under noise-dominated conditions. These results indicate the potential of the proposed method for handling complex intra-class structures in OSR of LPI radar signals under simulated non-cooperative conditions. © 2026 Elsevier B.V. All rights are reserved, including those for text and data mining, AI training, and similar technologies.","Feature-space statistical modeling; LPI radar signal; Multi-center modeling; Open-set recognition; Time–frequency analysis","Data mining; Radar signal processing; Signal receivers; Feature space; Feature-space statistical modeling; Low probability of interceptions; Low-probability-of-interception radar signal; Multi-center modeling; Non-cooperative; Open-set recognition; Radar signals; Statistic modeling; Time-frequency Analysis; Signal to noise ratio","Article","Final","","Scopus","2-s2.0-105046540070"
"Verma S.; Aslansefat K.; Chatterjee J.; Marar A.; Mehra A.; Ekundayo A.","Verma, Sania (60744436600); Aslansefat, Koorosh (56486111800); Chatterjee, Joyjit (57195312523); Marar, Akash (60696629500); Mehra, Anu (56205323400); Ekundayo, Aisha (60743965700)","60744436600; 56486111800; 57195312523; 60696629500; 56205323400; 60743965700","When Words Move Markets: Interpretable Behavioural and Robustness Analysis of LLMs for Financial Sentiment Reasoning via Local Perturbation Explanations","2027","Lecture Notes in Computer Science","16696 LNCS","","","271","286","0","10.1007/978-3-032-29532-3_19","https://www.scopus.com/pages/publications/105045048624?origin=resultslist","Sentiment analysis plays an integral role in the financial sector towards identifying ongoing and emerging market trends. Whilst LLMs perform efficiently in tasks like sentiment prediction, the token-level and contextual understanding behind their decisions remains under-explored. This thereby limits their adoption in regulated domains. This study aims to decipher the reasoning behind how LLMs judge sentiments by taking predictive stability, token-level evidence and contextual cues into account. We apply Generative Statistical Model-Agnostic Interpretability (GSMILE) technique, to examine how a given sentence influences the model output distributions at the local level. We fine-tuned three open-source models to compare their behaviour in this study – Gemma-3-270M by Google, Mistral-7B-Instructv0.1 and Qwen-2.5-0.5B-Instruct. Our analysis shows that LLM sentiment prediction is shaped by how importance is distributed across tokens and their interactions in a sentence. Moreover, the model predictions are driven more by contextual cues than by lexical sentiment cues. These findings suggest that high efficiency alone is insufficient to enable trust in LLM-based predictions, underscoring the importance of interpretability and transparency when using LLMs in financial analytics. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2027.","Explainable AI; Interpretability; Large Language Models; Token Attribution","Artificial intelligence; Commerce; Finance; Prediction models; Sentiment analysis; Behavioral analysis; Contextual cue; Explainable AI; Interpretability; Language model; Large language model; Local perturbation; Robustness analysis; Sentiment analysis; Token attribution; Forecasting","Conference paper","Final","","Scopus","2-s2.0-105045048624"
"Bainbridge K.; Vitale J.; Walkington C.","Bainbridge, Katie (59883021800); Vitale, Jessica (59922246500); Walkington, Candace (6505597371)","59883021800; 59922246500; 6505597371","Using LLMs to Score Mathematics Lessons for Instructional Quality with the UTOP","2027","Lecture Notes in Computer Science","16583 LNAI","","","552","561","0","10.1007/978-3-032-29760-0_55","https://www.scopus.com/pages/publications/105043944523?origin=resultslist","Validated classroom observation protocols are useful tools in educational research, but are expensive and invasive to implement. This study sought to investigate the use of AI to reliably score classroom recordings using a validated classroom observation protocol. The UTeach Observation Protocol (UTOP) was designed to assess active and inquiry-based teaching and learning in K-12 STEM classrooms, focusing on more complex and high-inference elements of instruction. We trained 4 experts in STEM education to rate lessons with the UTOP, drawing on a sample of mathematics lesson transcripts from classroom audio recordings. We then had the trained experts each rate 5 new lessons (grades 8-11 mathematics) using the UTOP, and compared their ratings to those generated by GPT-4.1-mini using two prompt-tuned approaches: a rubric-aligned rationale-generation approach and a quote-anchored evidence approach. We found that the reliability of two human raters surpassed the reliability of one human teamed with one AI. However, the AI ratings were substantially above chance in their agreement with human ratings and were moderately correlated to human ratings. The AI models did better on individual indicator ratings than synthesis ratings, and better at rating lesson structure and content than classroom environment or implementation. Using a g-theory approach, we found that having an AI rater to complement a human rater can increase consistency of ratings, particularly for assessing mathematics content. Implications for human-AI teaming to evaluate K-12 instructional quality are given. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2027.","classroom observation; generative AI; mathematics education","Artificial intelligence; STEM (science, technology, engineering and mathematics); Classroom implementation; Classroom observation; Educational research; Generative AI; Inquiry-based; Instructional qualities; Mathematics education; Observation protocol; STEM education; Teaching and learning; Reliability; Teaching","Conference paper","Final","","Scopus","2-s2.0-105043944523"
"Endler G.; Kraus S.; Stappen L.","Endler, Gregor (55257323700); Kraus, Sebastian (60772063700); Stappen, Lukas (57210120403)","55257323700; 60772063700; 57210120403","Safeguards for Speech2Speech LLM-Assistants: A Case Study in Automotive Applications","2027","Lecture Notes in Computer Science","16830 LNCS","","","228","235","0","10.1007/978-3-032-32335-4_18","https://www.scopus.com/pages/publications/105046386857?origin=resultslist","Recent advances have introduced speech-to-speech (S2S) conversational assistants capable of producing natural-sounding interactions, including non-verbal cues like tonality and mood. In the automotive domain, this enables intuitive and humanlike in-car dialogue experiences. However, integrating these end-to-end assistants limits architectural options for programmable domain-specific safeguards. This paper discusses two implementation approaches for S2S guardrails: transcript-based and tool-based. Through an empirical evaluation, we demonstrate that both strategies are insufficient for industrial deployment in most cases due to prohibitive latency (delaying each answer by 0 to 1.4 s even for computationally cheap checks) and technical impediments (like potentially non-deterministic tool call behavior). Finally, we outline open challenges for S2S guardrails in the automotive context. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2027.","LLM; LLM Guardrails; Responsible AI; Speech-to-Speech Assistants","Artificial intelligence; Information systems; Information use; Security of data; Speech communication; Speech processing; Automotive applications; Automotive domains; Case-studies; Domain specific; End to end; Implementation approach; LLM; LLM guardrail; Responsible AI; Speech-to-speech assistant; Guard rails","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-105046386857"
"He X.; Zeng J.; Tang H.; Wen J.; Gao M.","He, Xuzheng (60764863600); Zeng, Jun (54983150400); Tang, Haoran (57210750839); Wen, Junhao (8950200000); Gao, Min (35233111900)","60764863600; 54983150400; 57210750839; 8950200000; 35233111900","Temporal modulation with anchor routing for heterogeneous federated POI recommendation","2027","Information Sciences","758","","123952","","","0","10.1016/j.ins.2026.123952","https://www.scopus.com/pages/publications/105046086218?origin=resultslist","Point-of-interest (POI) recommendation plays a crucial role in location-based services by predicting users’ next visiting locations from historical check-in data. In real-world scenarios, user behaviors exhibit significant temporal heterogeneity, referring to the distribution mismatch of preferences across different time contexts, which is further exacerbated in federated learning due to decentralized and non-IID data. To address this issue, we propose FedTAAR, a federated POI recommendation framework that models temporal heterogeneity at multiple levels. Specifically, to capture dynamic time-aware preferences, we design a temporal decoupled adapter for flexible temporal feature modulation. To mitigate noisy and entangled signals in user sequences, we introduce a semantic anchor routing module that learns stable high-level behavioral patterns. Furthermore, to alleviate parameter conflicts across heterogeneous clients, we develop an anchor-aware aggregation strategy that adaptively adjusts client contributions. Extensive experiments on real-world datasets demonstrate that FedTAAR consistently outperforms state-of-the-art methods and effectively improves recommendation performance under heterogeneous federated settings. © 2026 Elsevier Inc.","Anchor routing; Federated learning; Point-of-interest recommendation; Temporal heterogeneity; Temporal modulation","Behavioral research; Human computer interaction; Quantum entanglement; Semantics; Telecommunication services; Anchor routing; Check-in; Location-based services; Point-of-interest recommendation; Real-world scenario; Routings; Temporal heterogeneities; Temporal modulations; Time contexts; User behaviors; Location based services","Article","Final","","Scopus","2-s2.0-105046086218"
"de Araújo Bhering Bittencourt P.; da Silva Maciel L.M.; Vieira M.B.; Villela S.M.","de Araújo Bhering Bittencourt, Pedro (60745434400); da Silva Maciel, Luiz Maurílio (60511727200); Vieira, Marcelo Bernardes (7202140734); Villela, Saulo Moraes (36183040300)","60745434400; 60511727200; 7202140734; 36183040300","Classification of Dynamic Libras Signs Related to the Hospital Context Using Recurrent Neural Networks","2027","Lecture Notes in Computer Science","16767 LNCS","","","529","543","0","10.1007/978-3-032-30491-9_33","https://www.scopus.com/pages/publications/105045220985?origin=resultslist","Communication between Brazilian healthcare professionals and Deaf individuals remains a significant challenge in hospital environments, especially due to the scarcity of professionals fluent in Brazilian Sign Language (Libras). In this context, sign recognition systems emerge as a promising alternative to reduce communication barriers. This work proposes the construction of a dataset composed of ten dynamic Libras signs related to hospital triage, as well as the development of recurrent neural network–based models for their classification. The signs are represented by three-dimensional landmarks extracted using MediaPipe Holistic, capturing spatial and temporal information of the movements, which are classified by LSTM networks. Initially, we investigated the 10-class classification problem, achieving an average accuracy of 83.83% and revealing frequent confusions between pairs of semantically similar signs. To address this limitation, we proposed a hierarchical strategy based on expert models, consisting of a general 7-class classifier combined with dedicated models for distinguishing frequently confused signs. This approach resulted in a significant improvement in overall performance, increasing the average accuracy to 92.44% and substantially reducing confusion errors between classes. Additional experiments conducted on an external subject, under less controlled acquisition conditions, achieved an average accuracy of 98.17%, further supporting the generalization capability of the proposed approach. These results indicate the potential of the method for communication support applications in healthcare environments. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2027.","Computer vision; Machine learning; Sign language; Social inclusion","Artificial intelligence; Classification (of information); Health care; Hospitals; Learning systems; Communication barriers; Fluents; Health care professionals; Hospital environment; Machine-learning; Neural-networks; Recognition systems; Sign language; Sign recognition; Social inclusion; Computer vision","Conference paper","Final","","Scopus","2-s2.0-105045220985"
"Zhou Y.; Dai W.","Zhou, Yiming (60392414200); Dai, Wei (35974859700)","60392414200; 35974859700","Proximal dogleg opportunistic majorization for nonconvex and nonsmooth optimization","2027","Signal Processing","251","","110849","","","0","10.1016/j.sigpro.2026.110849","https://www.scopus.com/pages/publications/105046246573?origin=resultslist","This paper studies a quadratically penalized consensus problem whose objective function consists of a sum of proximable functions and a quadratic penalty term that enforces consistency among variables. Many problems in signal processing and machine learning admit this form, but they become challenging to solve when the proximable terms are both nonconvex and nonsmooth. Existing methods often suffer from slow convergence, complicated implementation, or both. To address these limitations, we propose a fast, easy-to-implement second-order proximal algorithm with provable convergence guarantees. The main idea is to combine a dogleg Newton search with an opportunistic majorization strategy, so that no numerical Hessian approximation is required for the possibly nondifferentiable objective. The surrogate is designed to majorize the quadratic penalty term on the first segment of the dogleg path and preserve this relation on the second segment after restriction to the search path. We prove that the proposed algorithm globally converges to a critical point and establish its local convergence rate under the Kurdyka–Łojasiewicz property. Numerical experiments show that the proposed algorithm converges faster than benchmark methods and consistently attains solutions with lower objective values. © 2026 The Authors. Published by Elsevier B.V. This is an open access article under the CC BY license. http://creativecommons.org/licenses/by/4.0/","Majorization-minimization; Nonconvex and nonsmooth optimization; Proximal Newton-like method","Artificial intelligence; Computation theory; Convergence of numerical methods; Learning systems; Optimization; Consensus problems; Majorization-minimization; Minimisation; Newton like methods; Nonconvex optimization; Nonconvex-optimization; Nonsmooth optimization; Objective functions; Penalty term; Proximal newton-like method; Signal processing","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105046246573"
"Cheng J.; Azhir A.; Tian J.; Estiri H.","Cheng, Jingya (59152890500); Azhir, Alaleh (55919272600); Tian, Jiazi (59152546600); Estiri, Hossein (56073265200)","59152890500; 55919272600; 59152546600; 56073265200","Sequential Counterfactual Inference for Temporal Clinical Data: Addressing the Time Traveler Dilemma","2027","Lecture Notes in Computer Science","16749 LNCS","","","415","420","0","10.1007/978-3-032-30813-9_77","https://www.scopus.com/pages/publications/105045708498?origin=resultslist","Counterfactual inference enables clinicians to ask “what if” questions about patient outcomes, but standard methods assume feature independence and simultaneous modifiability, which could violate the assumptions of longitudinal clinical data. We introduce the Sequential Counterfactual Framework, which respects temporal dependencies in electronic health records by distinguishing immutable features (chronic diagnoses) from controllable features (lab values) and modeling how interventions propagate through time. Applied to 2,723 COVID-19 patients (383 Long COVID heart failure cases, 2,340 matched controls), we demonstrate that 38–67% of patients with chronic conditions would require biologically impossible counterfactuals under naive methods. We identify a cardiorenal cascade (CKD → AKI → HF) with relative risks of 2.27 and 1.19 at each step, illustrating temporal propagation that sequential but not naive counterfactuals can capture. Our framework transforms counterfactual explanation from “what if this feature were different?” to “what if we had intervened earlier, and how would that propagate forward?”, yielding clinically actionable insights grounded in biological plausibility. Code is available at https://github.com/clai-group/sequential_counterfactual_inference.git. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2027.","Clinical decision support; Counterfactual inference; Explainable AI; Long COVID; Temporal EHR","Artificial intelligence; COVID-19; Electronic health record; Medical computing; Clinical data; Clinical decision support; Counterfactual inference; Counterfactuals; Electronic health; Explainable AI; Health records; Long COVID; Modifiability; Temporal EHR; Diagnosis","Conference paper","Final","","Scopus","2-s2.0-105045708498"
"Taneja K.; Singh A.; Goel A.K.","Taneja, Karan (59060709300); Singh, Anjali (57221149159); Goel, Ashok K. (7201830074)","59060709300; 57221149159; 7201830074","Impact of Multimodal and Conversational AI on Learning Outcomes and Experience","2027","Lecture Notes in Computer Science","16583 LNAI","","","623","638","0","10.1007/978-3-032-29760-0_60","https://www.scopus.com/pages/publications/105043920657?origin=resultslist","Multimodal Large Language Models (MLLMs) offer an opportunity to support multimedia learning through conversational systems grounded in educational content. However, while conversational AI is known to boost engagement, its impact on learning in visually-rich STEM domains remains under-explored. Moreover, there is limited understanding of how multimodality and conversationality jointly influence learning in generative AI systems. This work reports findings from a randomized controlled online study (N=124) comparing three approaches to learning biology from textbook content: (1) a document-grounded conversational AI with interleaved text-and-image responses (MuDoC), (2) a document-grounded conversational AI with text-only responses (TexDoC), and (3) a textbook interface with semantic search and highlighting (DocSearch). Learners using MuDoC achieved the highest post-test scores and reported the most positive learning experience. Notably, while TexDoC was rated as significantly more engaging and easier to use than DocSearch, it led to the lowest post-test scores, revealing a disconnect between student perceptions and learning outcomes. Interpreted through the lens of the Cognitive Load Theory, these findings suggest that conversationality reduces extraneous load, while visual-verbal integration induced by multimodality increases germane load, leading to better learning outcomes. When conversationality is not complemented by multimodality, reduced cognitive effort may instead inflate perceived understanding without improving learning outcomes. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2027.","Conversational Multimedia Learning; Multimodal AI; RCT","Artificial intelligence; E-learning; Interactive computer systems; Learning systems; Multimedia systems; Textbooks; Conversational multimedium learning; Language model; Learning experiences; Learning outcome; Multi-media learning; Multi-modal; Multi-modality; Multimodal AI; Post test; RCT; Semantics","Conference paper","Final","","Scopus","2-s2.0-105043920657"
"Paşcan C.; Hajdu-Măcelaru M.; Pop P.C.","Paşcan, Cristian (55597805100); Hajdu-Măcelaru, Mara (55130632300); Pop, Petrică C. (57211180579)","55597805100; 55130632300; 57211180579","SmartBrew Advisor: A Hybrid Conversational Recommender System for Brewing Product Guidance","2027","Lecture Notes in Computer Science","16596 LNAI","","","250","261","0","10.1007/978-3-032-29292-6_21","https://www.scopus.com/pages/publications/105042316135?origin=resultslist","Conversational Recommender Systems (CRSs) are emerging as a transformative paradigm in human-AI interaction, enabling users to express preferences, refine recommendations, and receive explanations in natural language. However, generic models often struggle with domain-specific accuracy and hallucinations. This article presents the design and validation of a Hybrid Conversational Recommender System (H-CRS) applied to the brewing domain. The proposed architecture integrates Retrieval-Augmented Generation (RAG) to ensure factual grounding and avoid hallucinations, the Model Context Protocol (MCP) for standardized integration of tools and memory, and Large Language Models (LLMs) orchestrated via chain-of-thought frameworks and vector stores. To assess the system’s efficacy, we employed a comprehensive dual-validation strategy. First, we compared the H-CRS with a standard ChatGPT baseline on six experimental topics designed to simulate realistic customer interactions. Second, we conducted a human-centered evaluation using structured feedback to assess clarity, relevance, and naturalness. The results demonstrate that while generic models perform adequately in casual dialog, the proposed H-CRS delivers superior accuracy, catalog-specific grounding, and conversational stability. Furthermore, user feedback indicates that combining domain knowledge with conversational intelligence meaningfully enhances decision support and user engagement. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2027.","AI chatbots; Conversational recommender systems; large language models (LLMs); model context protocol; retrieval-augmented generation","Air navigation; Artificial intelligence; Brewing; Computational linguistics; Feedback; Human computer interaction; Memory architecture; Natural language processing systems; Recommender systems; Search engines; AI chatbot; Chatbots; Conversational recommender systems; Generic modeling; Language model; Large language model; Model context protocol; Model contexts; Natural languages; Retrieval-augmented generation; Decision support systems","Conference paper","Final","","Scopus","2-s2.0-105042316135"
"Jung J.Y.; Bezirhan U.; von Davier M.","Jung, Ji Yoon (58485650400); Bezirhan, Ummugul (57218692133); von Davier, Matthias (6506084822)","58485650400; 57218692133; 6506084822","Beyond the Gold Standard: Reliability Estimation of Human and GenAI Scoring","2027","Lecture Notes in Computer Science","16583 LNAI","","","75","83","0","10.1007/978-3-032-29760-0_9","https://www.scopus.com/pages/publications/105043927170?origin=resultslist","Generative AI (GenAI) has advanced rapidly, yet current evaluations of GenAI-based automated scoring continue to rely on traditional metrics that assume human scores represent the gold standard. However, human scoring is inherently prone to subjectivity and rater variability. To address these limitations, this study applied the Linguistic-integrated Reliability Audit (LiRA) framework, which automatically generates data-driven benchmark scores. We estimated and compared the reliability of human and GenAI scoring for six constructed response items from PIRLS across all participating countries. Results demonstrated that GenAI scoring achieved consistently higher reliability (97.21%) than human scoring (95.23%) across items and countries. These findings challenge the conventional reliance on human scores as the gold standard and support a paradigm shift toward automated, reproducible reliability estimation. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2027.","Automated Scoring; Generative AI; Scoring Reliability","Artificial intelligence; Data reliability; Gold; Linguistics; 'current; Automated scoring; Data driven; Generative AI; Gold standards; Gold support; High reliability; Integrated reliabilities; Reliability estimation; Scoring reliability; Automation","Conference paper","Final","","Scopus","2-s2.0-105043927170"
"Beganović S.; Demirović L.; Piralić A.; Jahić H.","Beganović, Selma (57223858820); Demirović, Lejla (57237703000); Piralić, Amela (60713362800); Jahić, Haris (57192905536)","57223858820; 57237703000; 60713362800; 57192905536","Application of Artificial Intelligence Tools in Modern Auditing","2027","Lecture Notes in Networks and Systems","2042 LNNS","","","543","550","0","10.1007/978-3-032-30110-9_55","https://www.scopus.com/pages/publications/105045459441?origin=resultslist","Modern auditing is being transformed and taking on new dimensions with the development of artificial intelligence (AI). Globally, practices that apply AI tools in control testing, detection of irregularities, and processing of unstructured data have already been developed and proven highly successful, indicating both the need and significant potential for introducing such practices in audit firms in Bosnia and Herzegovina. The advantages of using AI tools in auditing are reflected in increased accuracy in data verification necessary for forming an audit opinion, faster generation of reports, more efficient analysis of large datasets, automation of routine tasks, and quicker identification of irregularities that indicate business areas requiring more detailed examination. This paper presents primary research conducted on a sample of audit professionals with the aim of examining their perceptions regarding the use of AI. The defined sample consists of 126 respondents who answered 40 survey questions. In addition to professionals from Bosnia and Herzegovina, the research also includes, to a lesser extent, professionals from Serbia and Slovenia, enabling a clearer overview of both the current situation and the potential for the application of AI in auditing. The research conclusions were drawn using appropriate statistical methodologies applied to primary descriptive scales, which enable the measurement of the impact and interrelationships of respondents’ attitudes, thereby ensuring an adequate assessment of perceptions regarding the methods and effects of AI usage in auditing. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2027.","Artificial intelligence; audit; auditing practice; Bosnia and Herzegovina; technological innovations","Behavioral research; Data accuracy; Data handling; Large datasets; Artificial intelligence tools; Audit; Audit firms; Auditing practice; Bosnia and herzegovina; Data verification; In-control; New dimensions; Technological innovation; Unstructured data; Artificial intelligence","Conference paper","Final","","Scopus","2-s2.0-105045459441"
"Chen H.-C.; Chen K.-H.; Wang Y.-C.; Tsai A.-C.","Chen, Hsin-Chin (59286536600); Chen, Kai-Huang (60769692800); Wang, Yao-Chin (55971552600); Tsai, An-Chao (15623485600)","59286536600; 60769692800; 55971552600; 15623485600","Bridging AI and Cooperative Learning: A Jigsaw-Based Instructional Model for Embedded Systems","2027","Lecture Notes in Computer Science","16842 LNCS","","","178","185","0","10.1007/978-3-032-32115-2_18","https://www.scopus.com/pages/publications/105046300036?origin=resultslist","This study investigates the effects of integrating Generative Artificial Intelligence (GAI) and Jigsaw Cooperative Learning in an embedded systems course on undergraduate students’ learning outcomes. Embedded systems courses are highly practical and complex, requiring students to possess strong computational thinking and problem-solving skills. However, traditional teaching methods often fail to effectively enhance learning outcomes and depth of understanding. To address this issue, this study incorporates a GAI-assisted learning mechanism that provides real-time feedback and learning support, combined with the Jigsaw cooperative learning strategy to promote knowledge construction and interactive learning among students. A quasi-experimental design was adopted, with undergraduate students as participants. The students were divided into an experimental group and a control group. The experimental group received instruction through a GAI-supported Jigsaw cooperative learning approach, while the control group was taught using traditional instructional methods. Learning outcomes were evaluated through pre-test and post-test scores. The results indicate that the GAI-supported Jigsaw cooperative learning approach significantly improves students’ learning outcomes and outperforms traditional teaching methods. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2027.","Embedded Systems Education; Generative Artificial Intelligence; Jigsaw Cooperative Learning; Learning Outcomes","Computer aided instruction; Curricula; Education computing; Learning systems; Problem solving; Students; Teaching; Cooperative learning; Embedded systems education; Embedded-system; Experimental groups; Generative artificial intelligence; Jigsaw cooperative learning; Learning outcome; Student learning outcomes; Teaching methods; Undergraduate students; Embedded systems","Conference paper","Final","","Scopus","2-s2.0-105046300036"
"Garbe J.; Nguyen Q.V.; Kantelhardt J.W.; Dünninghaus F.; Erffmeier K.; Seeliger K.; Schmid T.","Garbe, Jakob (57200825969); Nguyen, Quang Vu (60758316300); Kantelhardt, Jan W. (57208456719); Dünninghaus, Florian (60757323700); Erffmeier, Karla (60203631200); Seeliger, Katja (57195281275); Schmid, Thomas (57196539641)","57200825969; 60758316300; 57208456719; 60757323700; 60203631200; 57195281275; 57196539641","Towards Predicting Sedation Depth in Endoscopy with Large Clinically Annotated EEG Data of Continuous Propofol Sedation","2027","Lecture Notes in Computer Science","16749 LNCS","","","313","318","0","10.1007/978-3-032-30813-9_58","https://www.scopus.com/pages/publications/105045710336?origin=resultslist","Brain function monitors are a widely used tool in general anesthesia. For monitoring drug effects in procedural sedation, however, no objective device is currently available. While available monitors offer no clinically significant benefit in sedation, the reasons are not well understood and labeled data lacking. To enable a data-driven approach for sedation depth prediction, we collected 2-channel fronto-temporal EEG signals enhanced with additional biosignals during Propofol sedation for gastrointestinal and bronchoscopic endoscopies. A total of 171 recordings were annotated in real-time with clinical events and the State of Consciousness (SoC) as well as clinical Sedation Depth. Overall, 78.5 h of multimodal biosignal data with 1129 transitions of the SoC and 7328 sedation depth data points measured on the MOAA/S scale have been collected. Applying advanced feature engineering and basic machine learning, we demonstrate that this data is suitable for predicting SoC and provides a sound foundation for research towards a reliable prediction of sedation depth. Notably, we introduce the underlying DOSE-I dataset as the first public large-scale EEG-based multimodal dataset in routine procedural sedation with rich clinical labeling. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2027.","clinical annotation; clinical signal processing; decision support systems; EEG; electroencephalography; endoscopy; Propofol; sedation; sedation monitoring; time-series classification","Artificial intelligence; Biomedical signal processing; Brain; Electrophysiology; Large datasets; Learning systems; Medical computing; Patient monitoring; Biosignals; Clinical annotation; Clinical signal processing; Decision supports; Propofol; Sedation; Sedation monitoring; Signal-processing; Support systems; Time series classifications; Decision support systems; Electroencephalography; Endoscopy","Conference paper","Final","","Scopus","2-s2.0-105045710336"
